-2.2842226922512,-3.40003132820129,601.5,405,1
265.565647602081,9.86012323945761,865.5,417.5,1
3.09883654117584,-7.92030572891235,694,409,1
-558.560650110245,-76.525260925293,224.5,338,1
-13.788015127182,-297.772099971771,676,84.5,1
0.422941669821739,-2.16737088561058,652,403.5,1
655.698217153549,0.487095449119806,1058,454,1
-0.928261887282133,-3.26013761758804,602.5,404.5,1
164.254486441612,4.6417948231101,874.5,417.5,1
-290.333520770073,-9.6671105325222,217.5,359,1
-7.95869135856628,-169.302015304565,676,70.5,1
-0.036072240327485,-2.17884796857834,652.5,403,1
2.00541672110558,-6.61864149570465,694,407,1
-287.651816129684,-7.91536570899189,193,358.5,1
-0.086851424537599,-2.89314770698547,650.5,398,1
547.267996072769,16.8876977786422,1060,458.5,1
225.55019235611,25.8298395872116,881.5,419,1
0.865239439532161,0.941525012254715,602.5,404.5,1
-13.8093725442886,-171.516645669937,675.5,56.5,1
-344.986666798592,34.2586612254381,213.5,361,1
0.923619944602251,-0.011353347916156,652.5,403,1
3.42967054247856,0.015701548749348,694,407.5,1
109.792515277863,-84.9917024374008,1031.5,224.5,1
-352.417405724525,37.4977770149708,194.5,361.5,1
559.871691703796,35.3586525171995,1061,464,1
-0.314164787530899,2.98406101763248,602,405.5,1
236.565709352493,34.2497491836548,890,419,1
111.56251001358,-71.8932909965515,1049,214,1
-254.618531227112,39.4585044980049,220,336.5,1
-2.87091374397278,-181.853361129761,674,39,1
0.557009855285287,1.56748482584953,652.5,403.5,1
4.59978380799293,3.91540847718716,694,408.5,1
-313.062745630741,41.3486008569598,192.5,355.5,1
3.22359465062618,0.466056302189827,768.5,395.5,1
617.420971989632,50.332908436656,1067.5,453.5,1
1.33054208010435,2.58436301350594,602,406.5,1
-21.9356337189674,-163.751790046692,671.5,26,1
329.96210861206,36.3360566496849,905,418,1
5.45363564789295,4.08170494437218,694,409,1
-327.514146566391,62.7008358836174,210,363,1
2.55248200148344,1.5810746178031,652.5,403.5,1
65.2439031600952,-77.2102001309395,1066,198.5,1
6.04794633388519,1.10095801949501,772,395,1
795.201494693756,42.2529294490814,923.5,410,1
9.13996082544327,7.26695716381073,603.5,407,1
930.464092969894,195.070524394512,1071.5,432.5,1
315.571060180664,-212.947697639465,1101.5,187,1
8.24758589267731,3.38747960329056,653,404.5,1
21.2336605787277,9.50798630714416,697,409.5,1
-673.697092413902,171.177307963371,204.5,360,1
-706.612426757813,167.936272144318,192,360,1
14.1586921215057,2.00356435775757,773,395,1
557.3480219841,48.9468567967415,939.5,417,1
6.46684503555298,4.91008132696152,605,407,1
681.231442093849,99.2344041466713,1069.5,429,1
13.1943266093731,6.79963503777981,697.5,409.5,1
-304.700838088989,113.85720294714,206,364.5,1
5.61266720294952,2.91317248344421,653,405,1
199.626708030701,-179.219888210297,1128,172,1
10.3931404948235,1.86305832862854,773.5,397,1
599.339610338211,37.6474604904652,943.5,417.5,1
10.0722019374371,3.54016019403935,607.5,409.5,1
265.391664505005,-180.666366815567,1149,156.5,1
214.09092092514,-128.467725992203,1186.5,238.5,1
-278.701228618622,73.6000514030457,206.5,363.5,1
7.61065864562988,2.27103412151337,654,406,1
741.004561185837,89.9821195602417,1100.5,423.5,1
19.0494618415832,5.00892394781113,698,410,1
13.3659934997559,1.40244644880295,774,397,1
7.77403083443642,0.093955732416362,608.5,408.5,1
771.798464775085,23.3193558454514,967.5,419,1
348.7042760849,-229.675030946732,1173,143.5,1
-240.489805757999,64.3482159897685,204.5,362.5,1
7.65648558735848,-0.516817152500153,653.5,405.5,1
926.801422119141,85.9303982555866,1094,420.5,1
15.6654122471809,-1.81124728173018,700.5,410.5,1
248.40615272522,-139.517749786377,1214.5,226,1
668.994516372681,-6.13591372966766,1086,395,1
863.539333820343,20.8738908916712,991.5,419.5,1
9.79209804534912,-1.3134807497263,610,408,1
-256.244627356529,9.94862190634012,206.5,366,1
358.648295402527,-267.5178565979,1206,126,1
